story_id,source_slice,feature,actor,user_story,expected_behavior,entry_points,evidence,inventory_status,qa_status,error_status,documented_errors,fix_status,retest_status,duplicate_or_overlap,source_analysis,notes
MS-023,memory-settings,Prune/repair memory sessions,Operator,As a user I prune or repair memory session records.,`POST /api/memory/sessions/prune` & `/sessions/repair` (501 when ledger nil).,Memory sessions routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Memory session prune dry-run and repair returned successful result payloads.
MS-024,memory-settings,Memory recall trace,Agent,As an agent I fetch a per-turn recall trace.,"`GET /api/memory/recall-traces/:session_id/:turn_seq` — always 404 ""not materialized"" (stub).",Recall-trace route,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-025-memory-core/ms001-ms024-memory-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Recall trace route returned truthful not-materialized 404 for a valid turn and 400 for invalid turn; UDS CLI surfaced the not-found diagnostic. Endpoint remains a stub by design.
MS-025,memory-settings,General settings view/edit,Operator,"As a user I view/edit defaults, limits, permission mode, session timeout, HTTP, daemon.","`GET /api/settings/general`; `PATCH` validates each sub-config, returns apply result + restart banner.",Web `/settings/general`; general routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,General settings GET returned config/runtime/actions; PATCH changed max_concurrent_agents and restored the original config; invalid session_timeout returned 400. Web settings page remains browser-blocked.
MS-026,memory-settings,Memory settings view/edit,Operator,As a user I edit memory controller/extractor/dream config + provider.,`GET/PATCH /api/settings/memory`; non-local provider validated against registry.,Web `/settings/memory`; memory settings routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,BUG-016 fixed,BUG-016: Unknown memory provider in settings PATCH returned not-found instead of validation.,Fixed,Passed after BUG-016 retest,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Memory settings GET/PATCH/restore passed; unknown provider now returns 400 validation after BUG-016. Web settings page remains browser-blocked.
MS-027,memory-settings,Observability settings view/edit,Operator,As a user I edit DB size caps + log-tail config and see runtime DB sizes.,`GET/PATCH /api/settings/observability`; page shows global/session DB sizes + cap.,Web `/settings/observability`; obs routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Observability settings GET returned config/runtime/log_tail; PATCH changed retention_days and restored original config; invalid cap returned 400. Web page remains browser-blocked.
MS-028,memory-settings,Providers settings CRUD,Operator,"As a user I list, inspect, upsert, delete providers (command, models, auth/home/env policy, credential slots).","`GET /api/settings/providers`, `/:name`, `PUT`, `DELETE`; inspector sheet; restart banner.",Web `/settings/providers`; provider routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Providers list/get/upsert/delete passed with temporary provider; existing list exposed auth/status metadata. Web providers page remains browser-blocked.
MS-029,memory-settings,MCP servers settings CRUD,Operator,"As a user I add/edit/remove MCP servers (transport, command/url, env, secret-env, OAuth).","`GET /api/settings/mcp-servers`, `PUT/DELETE /:name`; server.Validate; secret values applied.",Web `/settings/mcp-servers`; mcp routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,BUG-017 fixed,BUG-017: Empty settings collections serialized as null.,Fixed,Passed after BUG-017 retest,Canonical owner for MCP server settings CRUD; overlaps ET-046.,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Workspace MCP list/put/delete passed after BUG-017; corrected QA payload used vault:mcp/<server>/env/TOKEN secret_ref and raw secret value was redacted/not echoed. Web MCP page remains browser-blocked.
MS-030,memory-settings,Sandboxes settings CRUD,Operator,As a user I list/inspect/upsert/delete sandbox profiles.,"`GET /api/settings/sandboxes`, `/:name`, `PUT/DELETE`; shows workspace usage count.",Sandbox routes (web surface TBD),/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,BUG-017 fixed,BUG-017: Empty settings collections serialized as null.,Fixed,Passed after BUG-017 retest,Overlap: sandbox settings plumbing; primary behavior tracked by RT-037.,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Sandbox list/put/get/delete and invalid backend validation passed after BUG-017 made empty collections arrays. Web sandbox placement remains browser-blocked/TBD.
MS-031,memory-settings,Hooks settings CRUD,Operator,As a user I list/upsert/delete hook declarations.,"`GET /api/settings/hooks`, `PUT/DELETE /:name`; name must match path.",Hooks routes (overlaps hooks-extensions slice),/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,BUG-017 fixed,BUG-017: Empty settings collections serialized as null.,Fixed,Passed after BUG-017 retest,Overlap: generic settings hook collection; primary behavior tracked by ET-044.,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Hooks list/put/delete and name/path mismatch validation passed after BUG-017 made empty collections arrays. Overlaps hooks/extensions slice; web remains browser-blocked.
MS-032,memory-settings,Settings apply records,Operator,As a user I view config apply history filtered by actor/status/limit.,`GET /api/settings/apply?actor=&status=&limit=` returns lifecycle records.,Web SettingsApplyRecordsPanel; apply route,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"Apply history list, blocked-status filter, and invalid status validation passed."
MS-033,memory-settings,Reload settings,Operator/Agent,As a user I reconcile config.toml with the active daemon generation.,`POST /api/settings/reload` (privileged on HTTP) returns apply result.,Web useReloadSettings; reload route,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Settings reload returned active_generation/apply lifecycle after temporary settings cleanup.
MS-034,memory-settings,Software update status,Operator,As a user I see the current update status snapshot.,`GET /api/settings/update` returns update status (version/availability).,Web general page update card; update route,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Settings update status endpoint returned version/status snapshot from current daemon.
MS-035,memory-settings,Daemon restart trigger + poll,Operator,As a user I trigger an async daemon restart and poll its status.,`POST /api/settings/actions/restart` → 202 operation; `GET .../restart/:operation_id` polls to terminal.,Web restart store/banner; actions routes,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Restart trigger returned 202 operation and poll reached ready; daemon responded after restart. Latest QA daemon PID is 11497.
MS-036,memory-settings,Observability log-tail stream,Operator,As a user I tail daemon log lines live over SSE.,"`GET /api/settings/observability/log-tail` (privileged) streams lines, handles rotation.",Web observability page; log-tail SSE,/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"Observability log-tail opened as text/event-stream; idle stream timed out while reading prefix, but route/status/header passed. Web tail UI remains browser-blocked."
MS-037,memory-settings,Skills/Automation/Network settings sections,Operator,"As a user I view/edit skills, automation, and network settings sections.","`GET/PATCH /api/settings/{skills,automation,network}` return/apply section configs.","Web `/settings/{skills,automation,network}`",/Users/pedronauck/dev/qa-labs/agh-feature-stories-20260621-215417-232496-lab/qa-artifacts/qa/evidence/batch-026-settings-core/ms025-ms037-settings-core.json,Implemented,Passed API/CLI where available; web blocked,No product error,None,Not needed,Not required,"Broad section-exists row; domain behavior tracked by ET-012, ET-013, TA-062, and NB-002.",.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"Skills, automation, and network settings GET plus no-op PATCH of current config passed; domain behavior covered in ET/TA/NB slices. Web pages remain browser-blocked."
MS-038,memory-settings,Vault list secrets,Operator/Agent,As a user I list redacted vault secret metadata by namespace/prefix.,`GET /api/vault/secrets?namespace=&prefix=` returns redacted metadata; prefix must match namespace.,Web `/vault`; vault routes,"`internal/api/core/vault.go:17-42,137-167`; `web/src/routes/_app/vault.tsx:38-114`; qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-vault-model-support-logs.json; qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-final-summary.json",Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA. Browser vault list visual state remains blocked by browser.mode=blocked.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,"API list by namespace/prefix returned redacted metadata; namespace/prefix mismatch returned 400. CLI list emits a metadata array directly, while HTTP wraps under secrets."
MS-039,memory-settings,Vault get secret metadata,Operator,As a user I fetch metadata for one secret ref.,`GET /api/vault/secrets/metadata?ref=` returns redacted metadata; missing ref 400.,Vault metadata route,`internal/api/core/vault.go:45-70`; qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-vault-model-support-logs.json; qa/evidence/batch-027-vault-model-support-logs/ms038-ms052-final-summary.json,Needs QA,Passed,No error,None observed during isolated HTTP and UDS-backed CLI QA.,Not required,Not required,,.compozy/tasks/feature-stories/analysis/05_analysis_memory-settings.md,Metadata lookup returned redacted metadata only. Missing ref returned 400; unknown ref returned 404. CLI get emits the metadata object directly.
